citing_paperid,cited_paperid,year,ref_year,year_diff
W4386619825,W4362500842,2023,2023,0
W3130542399,W3023596262,2020,2020,0
W3130542399,W4293230564,2020,2022,-2
W4285588795,W3135164607,2022,2021,1
W4304688258,W3025096263,2022,2020,2
W4310261829,W3033445195,2022,2020,2
W4310261829,W3037896324,2022,2020,2
W4380489050,W3179623808,2023,2022,1
W4383753390,W2999954992,2023,2020,3
W4388033591,W3036271934,2023,2020,3
W4388298200,W3033445195,2023,2020,3
W4388298200,W3036216932,2023,2020,3
W4388298200,W3037896324,2023,2020,3
W4388561387,W3006624400,2023,2020,3
W4388726028,W3135164607,2023,2021,2
W4389100785,W3040914357,2023,2020,3
W4205466906,W3103249619,2022,2020,2
W4293113427,W3086001655,2022,2020,2
W4393952400,W3193616607,2024,2021,3
W4399169414,W4230489919,2024,2020,4
W3037310588,W2999954992,2020,2020,0
W3104744604,W3006624400,2021,2020,1
W3161791450,W3013762811,2021,2020,1
W3176842197,W3087520506,2021,2020,1
W3200995186,W3082929259,2021,2020,1
W3203343872,W3038158166,2021,2020,1
W4389346822,W3217730222,2023,2021,2
W3107465961,W3006624400,2020,2020,0
W3162569204,W3135164607,2021,2021,0
W4319460073,W3093156908,2023,2020,3
W4319836542,W4294001437,2023,2022,1
W3206489737,W3193616607,2022,2021,1
W3188110435,W3102288906,2021,2020,1
W4367182305,W3199265633,2023,2021,2
W3096009767,W2990244380,2020,2020,0
W4376279907,W3033445195,2023,2020,3
W4376279907,W4283785798,2023,2022,1
W4378348423,W3082929259,2023,2020,3
W4386829324,W3193616607,2023,2021,2
W4387673752,W3193616607,2023,2021,2
W4388760470,W3179623808,2023,2022,1
W4388760470,W3215649946,2023,2022,1
W4393069326,W3002514439,2024,2020,4
W3092114777,W3033445195,2020,2020,0
W4396941054,W3082929259,2024,2020,4
W4399117555,W3007289092,2024,2020,4
W4402483284,W4378576332,2024,2023,1
W3162719970,W3023596262,2021,2020,1
W4200446569,W3135164607,2021,2021,0
W4210637864,W3102997183,2022,2020,2
W4281729478,W3094008430,2022,2020,2
W4282018469,W3082929259,2022,2020,2
W4283580776,W3082929259,2022,2020,2
W4288077834,W3016392224,2022,2020,2
W4288077834,W3033445195,2022,2020,2
W4288077834,W3036216932,2022,2020,2
W4288077834,W3037896324,2022,2020,2
W4310992409,W4293246634,2022,2022,0
W4312078228,W3033445195,2022,2020,2
W4313471957,W3193616607,2022,2021,1
W4319454811,W4319454769,2023,2023,0
W4323040538,W3087520506,2023,2020,3
W4361011366,W3087520506,2023,2020,3
W3217230757,W4391759622,2021,2024,-3
W4220761142,W3104456695,2022,2020,2
W4281609114,W3025096263,2022,2020,2
W4304589910,W3080125354,2022,2020,2
W4308234031,W3033637265,2022,2020,2
W4308234031,W3103273804,2022,2020,2
W4313257305,W2990244380,2022,2020,2
W4318912765,W3006624400,2022,2020,2
W4378907097,W3215649946,2023,2022,1
W4382882914,W3110910900,2023,2020,3
W4382882914,W4285591355,2023,2022,1
W4385638963,W3128923614,2023,2021,2
W4385951397,W2990244380,2023,2020,3
W4386094800,W4200424813,2023,2021,2
W4386123707,W3118963956,2023,2021,2
W4386123707,W4380576403,2023,2023,0
W4387077891,W4214546428,2023,2022,1
W4391102197,W4210902952,2024,2022,2
W4396724817,W3203271498,2024,2021,3
W4399564572,W3082929259,2024,2020,4
W4400679321,W4385976110,2024,2023,1
W4401233023,W3115721367,2024,2020,4
W4403727752,W4387609302,2024,2023,1
W4394674099,W3023596262,2024,2020,4
W4394674099,W4293230564,2024,2022,2
W4394934140,W3108357298,2024,2020,4
W4395676319,W3033445195,2024,2020,4
W4396558152,W3006371779,2024,2020,4
W4396558152,W3087520506,2024,2020,4
W4396871839,W4385976110,2024,2023,1
W4396920005,W3193616607,2024,2021,3
W4398164296,W4362666447,2024,2023,1
W4399441301,W3044763704,2024,2020,4
W4399626413,W3206901960,2024,2021,3
W4399701725,W3193616607,2024,2021,3
W4399764177,W3080125354,2024,2020,4
W4399805051,W3002514439,2024,2020,4
W4399818246,W3086001655,2024,2020,4
W4400113191,W3193616607,2024,2021,3
W4400320403,W3217730222,2024,2021,3
W4400592869,W3108357298,2024,2020,4
W4400950687,W4311177633,2024,2022,2
W2921878320,W4379881468,2019,2023,-4
W3166079820,W3104456695,2021,2020,1
W3200498901,W3002514439,2021,2020,1
W3201853264,W3023596262,2021,2020,1
W3201931124,W3025096263,2021,2020,1
W3201931124,W3135164607,2021,2021,0
W3210027939,W3103249619,2021,2020,1
W3211209933,W3086001655,2021,2020,1
W3212242319,W2999275221,2021,2020,1
W3214660633,W3033445195,2021,2020,1
W3217086236,W3040914357,2021,2020,1
W3204525523,W3093156908,2021,2020,1
W3211686762,W3128923614,2021,2021,0
W3212291470,W3025096263,2021,2020,1
W3212291470,W3135164607,2021,2021,0
W3215244136,W3086001655,2021,2020,1
W4200203489,W3036271934,2021,2020,1
W4200471036,W3082929259,2021,2020,1
W4398180124,W3110897762,2024,2020,4
W4398182431,W4214661895,2024,2022,2
W4399309448,W4389891116,2024,2023,1
W4399938100,W4321495806,2024,2023,1
W4399986305,W3104456695,2024,2020,4
W4401243944,W3082929259,2024,2020,4
W4401902055,W4226378803,2024,2022,2
W4402449407,W3103249619,2024,2020,4
W4402839917,W3217730222,2024,2021,3
W4402941527,W4361296466,2024,2023,1
W4404871985,W4394807164,2024,2024,0
W4404997220,W3036216932,2024,2020,4
W4404997220,W4318218827,2024,2023,1
W4405007811,W3082929259,2024,2020,4
W4405366830,W3108357298,2024,2020,4
W4405384202,W4399849921,2024,2024,0
W3131842887,W3023112091,2021,2020,1
W3215058523,W3193616607,2021,2021,0
W4200573915,W3087520506,2021,2020,1
W3036226522,W3006624400,2020,2020,0
W3091999515,W3004438196,2020,2020,0
W4297910368,W3110897762,2022,2020,2
W4297910368,W3110919836,2022,2020,2
W3210325640,W3007289092,2021,2020,1
W4200622901,W3093156908,2021,2020,1
W4200324689,W3033445195,2021,2020,1
W4285024469,W3087520506,2022,2020,2
W4285041386,W3211829725,2022,2021,1
W4285306994,W3159194255,2022,2021,1
W4285816763,W3080125354,2022,2020,2
W4293094847,W3082929259,2022,2020,2
W4294169834,W3004438196,2022,2020,2
W4297902730,W2990244380,2022,2020,2
W4313272392,W4200424813,2022,2021,1
W4313907056,W3040914357,2022,2020,2
W4320034930,W3110897762,2023,2020,3
W4321500916,W3086001655,2023,2020,3
W4366977825,W3040914357,2023,2020,3
W4385292053,W3031481217,2023,2020,3
W4385292053,W3157298323,2023,2021,2
W4386163818,W4253015820,2023,2021,2
W4387297076,W4283785798,2023,2022,1
W4387297076,W4318218827,2023,2023,0
W4387696585,W3002514439,2023,2020,3
W3183901002,W3006371779,2021,2020,1
W3214003165,W3007095275,2021,2020,1
W4200190371,W3128923614,2021,2021,0
W4210731564,W3193293631,2021,2021,0
W2758502626,W3023596262,2019,2020,-1
W3132631914,W2999954992,2021,2020,1
W3213731923,W3007289092,2021,2020,1
W4238328003,W3181865815,2017,2021,-4
W4308696017,W3033445195,2022,2020,2
W3209734246,W3033445195,2021,2020,1
W3209734246,W3037896324,2021,2020,1
W4292365262,W3033445195,2022,2020,2
W4294756107,W3110897762,2022,2020,2
W4312083939,W3108332904,2022,2020,2
W4313266481,W3193616607,2022,2021,1
W4390672929,W3002514439,2024,2020,4
W4391543469,W3031481217,2024,2020,4
W4391543469,W3157298323,2024,2021,3
W4392704262,W3126904748,2024,2021,3
W4392727475,W4382866081,2024,2023,1
W4400002799,W4312019783,2024,2022,2
W3215679222,W3110897762,2021,2020,1
W3207607446,W3090611070,2021,2020,1
W4200087624,W3211829725,2021,2021,0
W4286632272,W3033445195,2022,2020,2
W3165081812,W3002514439,2021,2020,1
W3165081812,W3100150241,2021,2020,1
W3165081812,W3127814427,2021,2021,0
W3165081812,W3157298323,2021,2021,0
W3165081812,W3173189857,2021,2021,0
W4255354735,W3108357298,2021,2020,1
W4323042898,W3215649946,2023,2022,1
W4368346883,W3006624400,2023,2020,3
W4376136057,W3037896324,2023,2020,3
W4386021957,W4287378147,2023,2022,1
W4386214731,W3091426098,2023,2020,3
W4387665590,W3180066967,2023,2021,2
W4388656511,W3180066967,2023,2021,2
W4389336019,W3087520506,2023,2020,3
W4390451630,W4293246634,2023,2022,1
W4392719396,W4362500842,2024,2023,1
W4392735402,W3007289092,2024,2020,4
W4393122551,W4382866081,2024,2023,1
W4394923770,W4210802975,2024,2022,2
W3112924898,W3110897762,2020,2020,0
W4210644931,W3093156908,2022,2020,2
W3161111937,W3128893584,2022,2021,1
W4206578519,W3157298323,2021,2021,0
W4220778382,W3089166729,2022,2020,2
W3031664953,W2999954992,2020,2020,0
W3126711334,W3002514439,2021,2020,1
W3211033920,W3014685674,2021,2020,1
W4200494056,W3033445195,2021,2020,1
W4285030029,W3036271934,2022,2020,2
W4308934087,W3007289092,2022,2020,2
W3006089268,W2990244380,2020,2020,0
W3099345587,W2999954992,2020,2020,0
W3166840365,W3023596262,2021,2020,1
W4210386039,W3006371779,2022,2020,2
W4210386039,W3087520506,2022,2020,2
W4210706480,W3002514439,2022,2020,2
W4214875264,W3087520506,2022,2020,2
W3205885600,W3037896324,2021,2020,1
W3212770959,W3153348583,2021,2021,0
W3212783728,W3128893584,2021,2021,0
W3217767029,W3015232611,2021,2020,1
W4200558245,W3040914357,2021,2020,1
W4288072817,W3037896324,2021,2020,1
W4321510664,W4319300024,2022,2023,-1
W4360583980,W3033445195,2021,2020,1
W4360583980,W3037896324,2021,2020,1
W4391542017,W3217730222,2024,2021,3
W3096465857,W2999954992,2020,2020,0
W4210983380,W3215649946,2022,2022,0
W4226347435,W3181865815,2022,2021,1
W4384338958,W3040914357,2023,2020,3
W4214946286,W3047095122,2022,2021,1
W4283790915,W3036216932,2022,2020,2
W3200698416,W3098269486,2021,2020,1
W4308207330,W3102288906,2022,2020,2
W3216188939,W3103249619,2021,2020,1
W4226494581,W3110897762,2022,2020,2
W3003438997,W3090611070,2020,2020,0
W3134445958,W3007289092,2020,2020,0
W3211010673,W3006371779,2021,2020,1
W3216402313,W3014685674,2021,2020,1
W4200019215,W3102288906,2021,2020,1
W4205246932,W3093156908,2021,2020,1
W4392949579,W3103273804,2024,2020,4
W3209935674,W3007289092,2021,2020,1
W4320038806,W3110897762,2023,2020,3
W4205158622,W4230489919,2021,2020,1
W2597214338,W3023596262,2017,2020,-3
W3093204333,W3007289092,2020,2020,0
W3120676942,W3002514439,2021,2020,1
W3155779628,W3023596262,2017,2020,-3
W3169037691,W3014685674,2021,2020,1
W4225083341,W3110897762,2022,2020,2
W4294266483,W3040914357,2022,2020,2
W4312089972,W3007289092,2022,2020,2
W4313318028,W2999954992,2022,2020,2
W4391886017,W2999954992,2024,2020,4
W4393308638,W3082929259,2024,2020,4
W4388672550,W3104456695,2023,2020,3
W4389304716,W3094008430,2023,2020,3
W4389432396,W3100150241,2023,2020,3
W4389434760,W3036271934,2023,2020,3
W4391135287,W3087520506,2024,2020,4
W4391144065,W3118963956,2024,2021,3
W4391529432,W4389219195,2024,2023,1
W4391558692,W3110897762,2024,2020,4
W4392714786,W3102997183,2023,2020,3
W4398166626,W3112705461,2024,2020,4
W4398166626,W3179623808,2024,2022,2
W4399493319,W3002514439,2024,2020,4
W4400002655,W4312019783,2024,2022,2
W4400009413,W3103249619,2024,2020,4
W4402288700,W3091426098,2024,2020,4
W3115978137,W3002514439,2021,2020,1
W3122124016,W3033445195,2021,2020,1
W3146207788,W3014685674,2021,2020,1
W3195790885,W3128923614,2021,2021,0
W4226456849,W4213066530,2022,2021,1
W4286809425,W3082929259,2022,2020,2
W4294031008,W3016392224,2022,2020,2
W4294031008,W3033445195,2022,2020,2
W4294031008,W3037896324,2022,2020,2
W3158814607,W3091426098,2021,2020,1
W3158814607,W3102288906,2021,2020,1
W4205952179,W3089166729,2022,2020,2
W4362522489,W3033445195,2023,2020,3
W4362522489,W3037896324,2023,2020,3
W4362522489,W4318218827,2023,2023,0
W3119942849,W3006624400,2021,2020,1
W3113169094,W3110897762,2020,2020,0
W3195446266,W3102288906,2021,2020,1
W4391906142,W3091426098,2024,2020,4
W4225160129,W3006624400,2022,2020,2
W4318038356,W3029247755,2023,2020,3
W4319067345,W3013517570,2023,2020,3
W4319072945,W2999954992,2023,2020,3
W4368374194,W3087520506,2023,2020,3
W4381686672,W3087520506,2023,2020,3
W4386512337,W4226378803,2023,2022,1
W4386951795,W4362500842,2023,2023,0
W4389365696,W3100150241,2023,2020,3
W4391261087,W3036271934,2024,2020,4
W4391743083,W4319300024,2023,2023,0
W4391743083,W4385822269,2023,2023,0
W4391921212,W3217730222,2024,2021,3
W4391926093,W4311177633,2024,2022,2
W4395067733,W3005209474,2024,2020,4
W4395479699,W3024050673,2024,2020,4
W4399753863,W3044763704,2024,2020,4
W4402533807,W4311177633,2024,2022,2
W199463830,W3181865815,2001,2021,-20
W3160477505,W3110897762,2021,2020,1
W3163532141,W3033445195,2021,2020,1
W3166310281,W3002514439,2021,2020,1
W3170670349,W3023596262,2021,2020,1
W3171770948,W3006371779,2021,2020,1
W4213090641,W3110897762,2021,2020,1
W4320484301,W3047288244,2023,2020,3
W3121544660,W3013762811,2021,2020,1
W4388685585,W3029247755,2023,2020,3
W4389727408,W4294266749,2023,2022,1
W4389731661,W3037896324,2023,2020,3
W4389732073,W3015985181,2023,2020,3
W4389737037,W3033445195,2023,2020,3
W4389737037,W3037896324,2023,2020,3
W4389740621,W3082929259,2023,2020,3
W4389783776,W3033445195,2023,2020,3
W4390773062,W3135542966,2023,2020,3
W4391381554,W3007289092,2023,2020,3
W4391383033,W3093156908,2023,2020,3
W4391743098,W4319300024,2023,2023,0
W4391743098,W4385822269,2023,2023,0
W4391896131,W3048483069,2024,2020,4
W4391942967,W3007289092,2024,2020,4
W4391956203,W3087520506,2024,2020,4
W4392885368,W4229767539,2024,2021,3
W4393924965,W3082929259,2024,2020,4
W4394010864,W3087520506,2024,2020,4
W4395678548,W4362460292,2024,2023,1
W4396793272,W3153348583,2024,2021,3
W4399374867,W2999954992,2024,2020,4
W4399717950,W3006624400,2024,2020,4
W4399772774,W3087520506,2024,2020,4
W4400439054,W3007289092,2024,2020,4
W4400444356,W4362500842,2024,2023,1
W4400444974,W4362460292,2024,2023,1
W3084139114,W3002514439,2021,2020,1
W3158207326,W3128923614,2021,2021,0
W3194002972,W2999954992,2021,2020,1
W3217417075,W3093156908,2021,2020,1
W3194940882,W3033445195,2021,2020,1
W3109661305,W3034113049,2020,2020,0
W4212801237,W4213066530,2021,2021,0
W4223481811,W3087520506,2022,2020,2
W4391896487,W3193616607,2024,2021,3
W4292336368,W3135164607,2022,2021,1
W4293458453,W4214551699,2022,2022,0
W4295763666,W3036271934,2022,2020,2
W4297005012,W3110919836,2022,2020,2
W4297886502,W3214307450,2022,2021,1
W4310874302,W3036216932,2022,2020,2
W4311220978,W4229366141,2022,2022,0
W4312541938,W2999275221,2022,2020,2
W3111171304,W3108357298,2021,2020,1
W4322710787,W3102288906,2022,2020,2
W4327497221,W3104456695,2023,2020,3
W4361806767,W3002514439,2023,2020,3
W4362730074,W3108332904,2023,2020,3
W4379798661,W4214661895,2023,2022,1
W4380053058,W3102997183,2023,2020,3
W4383218885,W3006371779,2023,2020,3
W4385064237,W3038158166,2023,2020,3
W4385374150,W4378576332,2023,2023,0
W4385474483,W3029247755,2023,2020,3
W4385966076,W3002514439,2023,2020,3
W4386479478,W3014685674,2023,2020,3
W4387322950,W3203271498,2023,2021,2
W4387542692,W3082710058,2023,2020,3
W4387580749,W3102288906,2023,2020,3
W3123989027,W3037624741,2021,2020,1
W3162091053,W3082929259,2021,2020,1
W3196091461,W3028639067,2021,2020,1
W3152879251,W3037896324,2021,2020,1
W3200862559,W3153348583,2021,2021,0
W3206448228,W3082618107,2021,2020,1
W4207008626,W3031481217,2022,2020,2
W4225646969,W3087520506,2022,2020,2
W3201149233,W3040914357,2021,2020,1
W4393411733,W3098269486,2024,2020,4
W3179691428,W3006624400,2021,2020,1
W3207632050,W3103273804,2022,2020,2
W4317567734,W3118963956,2023,2021,2
W4285401839,W3217730222,2022,2021,1
W3213363787,W3040914357,2021,2020,1
W4391897235,W4362666447,2024,2023,1
W3196869386,W3082929259,2021,2020,1
W4308488460,W2999954992,2022,2020,2
W4243315605,W3093156908,2021,2020,1
W3132457982,W3044763704,2021,2020,1
W3213459671,W3103249619,2021,2020,1
W4281963654,W3158348195,2022,2021,1
W4297154066,W3193293631,2022,2021,1
W4400496443,W4211133211,2024,2020,4
W4400504478,W4378576332,2024,2023,1
W4401877617,W3014685674,2024,2020,4
W4403352889,W3104456695,2024,2020,4
W4403353085,W3104456695,2024,2020,4
W4403479870,W4394621398,2024,2024,0
W4403503646,W3108357298,2024,2020,4
W4403513584,W4214551699,2024,2022,2
W4404460364,W3087520506,2024,2020,4
W4404956064,W3104456695,2024,2020,4
W3149831063,W3023112091,2022,2020,2
W4205419457,W4205382004,2022,2021,1
W4210311839,W3007289092,2022,2020,2
W4225165415,W3103249619,2022,2020,2
W4294030892,W3037896324,2022,2020,2
W4297858789,W3214307450,2022,2021,1
W4394750715,W4294266749,2024,2022,2
W4236341578,W3033445195,2021,2020,1
W4310610239,W3082929259,2022,2020,2
W4313591303,W3104456695,2023,2020,3
W3105910425,W2911352582,2020,2020,0
W4224248405,W2911352582,2022,2020,2
W4224248405,W3207607446,2022,2021,1
W4224248405,W4226378803,2022,2022,0
W4225439767,W3036216932,2022,2020,2
W4291805256,W3014685674,2022,2020,2
W4389128625,W3002514439,2023,2020,3
W4389128627,W3002514439,2023,2020,3
W4293796918,W3087520506,2022,2020,2
W4364353736,W3108332904,2023,2020,3
W4367059489,W3110897762,2023,2020,3
W3090272231,W2990244380,2020,2020,0
W3119351731,W2999954992,2020,2020,0
W4393160591,W3033445195,2024,2020,4
W3108485239,W3006371779,2020,2020,0
W3094938719,W3005209474,2020,2020,0
W4207085009,W3108357298,2022,2020,2
W3165823851,W3033445195,2021,2020,1
W4224255787,W3093156908,2022,2020,2
W3167092152,W4398932414,2021,2021,0
W4308806761,W3082929259,2022,2020,2
W4296770654,W3040914357,2022,2020,2
W3174356346,W3153348583,2021,2021,0
W3176033515,W3086001655,2021,2020,1
W3120344802,W3037896324,2021,2020,1
W4396969649,W3082929259,2024,2020,4
W4403252218,W3203271498,2024,2021,3
W4403258436,W3082929259,2024,2020,4
W3038297391,W3007289092,2020,2020,0
W3083746438,W3007289092,2020,2020,0
W3096143746,W3007289092,2020,2020,0
W4296120123,W2990244380,2022,2020,2
W4315780979,W3193616607,2023,2021,2
W4387882948,W3094008430,2023,2020,3
W4399041031,W3110897762,2023,2020,3
W4391303946,W3206901960,2024,2021,3
W4400314082,W3213310350,2024,2021,3
W4403189624,W3082929259,2024,2020,4
W4403225518,W3203271498,2024,2021,3
W4405221495,W3006371779,2024,2020,4
W4405802624,W3087520506,2024,2020,4
W4324140657,W3031481217,2023,2020,3
W4225260874,W4200424813,2022,2021,1
W4295952241,W4230489919,2022,2020,2
W3199925085,W3007289092,2021,2020,1
W3157298323,W3098269486,2021,2020,1
W3025428029,W3002514439,2020,2020,0
W3025428029,W3031481217,2020,2020,0
W3025428029,W3100150241,2020,2020,0
W3153896076,W3023112091,2021,2020,1
W4212990473,W3086001655,2022,2020,2
W3160879545,W3002514439,2021,2020,1
W4387461427,W3126904748,2023,2021,2
W3139355154,W3002514439,2021,2020,1
W3139355154,W3100150241,2021,2020,1
W3139355154,W3112705461,2021,2020,1
W3139355154,W3127814427,2021,2021,0
W3206244611,W3023112091,2021,2020,1
W4280525119,W3082929259,2022,2020,2
W3127814427,W3002514439,2021,2020,1
W3127814427,W3100150241,2021,2020,1
W3127814427,W3112705461,2021,2020,1
W3163493158,W3033637265,2021,2020,1
W3163493158,W3103273804,2021,2020,1
W4379387124,W3181865815,2023,2021,2
W4303710088,W3036216932,2022,2020,2
W4205123033,W3102288906,2022,2020,2
W4282942745,W3040914357,2022,2020,2
W4293778617,W3033445195,2022,2020,2
W3169007474,W3100150241,2021,2020,1
W3211247021,W3007289092,2021,2020,1
W4302425347,W3004438196,2022,2020,2
W4220973593,W3087520506,2022,2020,2
W3132613535,W3033445195,2021,2020,1
W4225662055,W3033445195,2022,2020,2
W4327936164,W3193616607,2023,2021,2
W3128725485,W2999954992,2021,2020,1
W4206454698,W3087520506,2022,2020,2
W4283723665,W2999954992,2022,2020,2
W4221126330,W3214191366,2022,2021,1
W4292575429,W3110897762,2022,2020,2
W4311849752,W3186557962,2022,2021,1
W4323547401,W3193616607,2023,2021,2
W4378469665,W3087520506,2023,2020,3
W4386492647,W3103249619,2023,2020,3
W4397003113,W3002514439,2024,2020,4
W4397003113,W3100150241,2024,2020,4
W4399200764,W3158673359,2024,2020,4
W4399758421,W3002514439,2024,2020,4
W4405495809,W3007289092,2024,2020,4
W4405527159,W3104456695,2024,2020,4
W4405571311,W4319785981,2024,2023,1
W4405834029,W3179623808,2024,2022,2
W4405852624,W4402924598,2024,2024,0
W4211103501,W3108357298,2022,2020,2
W3174084468,W3108357298,2021,2020,1
W3015206380,W3002514439,2020,2020,0
W3211930165,W3108357298,2021,2020,1
W4378192633,W3040914357,2023,2020,3
W3087520506,W3006371779,2020,2020,0
W2936324353,W2999954992,2019,2020,-1
W3129471210,W3134316029,2020,2020,0
W3217219928,W3103249619,2021,2020,1
W4384206203,W3098269486,2023,2020,3
W4384206203,W3157298323,2023,2021,2
W4384206203,W3203271498,2023,2021,2
W4385440751,W3005209474,2023,2020,3
W4366607296,W3007289092,2023,2020,3
W3196366056,W2990244380,2021,2020,1
W4284692167,W3031481217,2022,2020,2
W4313378973,W3036271934,2022,2020,2
W4387950442,W3082929259,2023,2020,3
W4395463474,W4295907704,2024,2022,2
W3091044926,W3006624400,2020,2020,0
W3099104708,W3002514439,2020,2020,0
W3119595768,W3037896324,2020,2020,0
W4281648878,W3102288906,2022,2020,2
W4386947312,W3006371779,2023,2020,3
W4322616779,W3036271934,2023,2020,3
W4384818705,W3214191366,2023,2021,2
W4389799470,W4387609302,2023,2023,0
W4400248308,W4378576332,2024,2023,1
W3047234770,W3006624400,2020,2020,0
W4297460218,W3094008430,2022,2020,2
W4378619314,W2999954992,2023,2020,3
W4386477593,W4206961112,2023,2022,1
W4389117469,W3193616607,2023,2021,2
W4391755228,W4378576332,2024,2023,1
W4391914901,W3087520506,2024,2020,4
W4400433598,W4362500842,2024,2023,1
W4401513824,W3193616607,2024,2021,3
W4212995252,W3036271934,2022,2020,2
W4242753874,W3110897762,2019,2020,-1
W4387393037,W3082929259,2023,2020,3
W3095435092,W3108357298,2020,2020,0
W3165853944,W3006624400,2021,2020,1
W3131219365,W3033445195,2021,2020,1
W4283457857,W3098269486,2022,2020,2
W4283457857,W3173189857,2022,2021,1
W4226354915,W3181865815,2022,2021,1
W4388106555,W3157298323,2023,2021,2
W4388106555,W3173189857,2023,2021,2
W3134262554,W3098269486,2021,2020,1
W3107735537,W3082929259,2020,2020,0
W4200204464,W3007289092,2021,2020,1
W3039685800,W3006371779,2020,2020,0
W3195796754,W3037896324,2021,2020,1
W3175939785,W3006371779,2021,2020,1
W3175939785,W3087520506,2021,2020,1
W4385896933,W3193616607,2023,2021,2
W3165215899,W3110897762,2021,2020,1
W3165909274,W2999954992,2021,2020,1
W3194278627,W3002514439,2021,2020,1
W4281841669,W4253015820,2022,2021,1
W4285247259,W3037896324,2022,2020,2
W3124687444,W3040914357,2021,2020,1
W3132852189,W3110897762,2021,2020,1
W3145265116,W3007289092,2021,2020,1
W3196235477,W3108332904,2021,2020,1
W3197064677,W3037896324,2021,2020,1
W4312187342,W3103249619,2022,2020,2
W4380537176,W3036216932,2022,2020,2
W4392169796,W4362500842,2024,2023,1
W4392506113,W4226378803,2024,2022,2
W2999601547,W2999954992,2019,2020,-1
W4293660948,W3033445195,2022,2020,2
W4293660948,W3037896324,2022,2020,2
W4318480385,W3037896324,2023,2020,3
W4385971437,W3002514439,2023,2020,3
W3195177948,W3132746954,2021,2021,0
W4220966535,W3037896324,2022,2020,2
W4292953736,W3037896324,2022,2020,2
W3101583122,W3002514439,2020,2020,0
W3187784755,W3153348583,2022,2021,1
W3159161331,W3002514439,2021,2020,1
W4396606199,W3004438196,2024,2020,4
W4399169216,W3007289092,2023,2020,3
W4399495520,W2990244380,2024,2020,4
W4400763197,W3104456695,2024,2020,4
W4400764482,W3107261956,2024,2020,4
W4400801448,W3214307450,2024,2021,3
W4400804746,W4310085949,2024,2022,2
W4400814539,W3004438196,2024,2020,4
W4401288741,W4389891116,2024,2023,1
W4401742537,W3193293631,2024,2021,3
W4402945967,W3102288906,2024,2020,4
W4403897146,W3006624400,2024,2020,4
W4403925880,W3091426098,2024,2020,4
W4403967239,W3104456695,2024,2020,4
W4403980209,W4294001437,2024,2022,2
W4404005692,W3110897762,2024,2020,4
W4404526132,W4382866081,2024,2023,1
W4404538606,W4401814505,2024,2024,0
W4404554883,W3217730222,2024,2021,3
W4404793685,W4387410378,2024,2023,1
W4405177686,W3004438196,2024,2020,4
W3091300748,W3091300748,2020,2020,0
W4318688524,W3090611070,2023,2020,3
W3162518293,W3044763704,2021,2020,1
W3209676885,W3011005592,2021,2020,1
W4220740595,W3115721367,2022,2020,2
W4391615814,W4362666447,2024,2023,1
W4393993185,W4293230564,2024,2022,2
W4399266956,W3108357298,2024,2020,4
W4289334430,W3036216932,2022,2020,2
W4306770334,W3082929259,2022,2020,2
W4313525312,W3217730222,2022,2021,1
W4224861933,W3087520506,2022,2020,2
W4293702973,W3082929259,2022,2020,2
W4293702973,W3211829725,2022,2021,1
W4380421211,W3033445195,2023,2020,3
W4385980593,W3094008430,2023,2020,3
W4386640524,W3087520506,2023,2020,3
W4386645502,W4200334239,2023,2021,2
W4389362570,W3157370420,2023,2021,2
W4391253601,W2999954992,2024,2020,4
W4393993983,W3214191366,2024,2021,3
W4312536253,W3207607446,2022,2021,1
W4313477651,W3087520506,2023,2020,3
W4316079717,W3033445195,2021,2020,1
W4383998670,W3036216932,2023,2020,3
W4384111585,W3031371307,2023,2020,3
W4384111585,W3031481217,2023,2020,3
W4385337473,W3029247755,2023,2020,3
W4385347717,W3087520506,2023,2020,3
W4386705859,W3181865815,2023,2021,2
W4388036777,W3007289092,2023,2020,3
W4390061215,W3082929259,2023,2020,3
W4392154250,W4319785981,2024,2023,1
W4392515936,W4365137153,2024,2023,1
W4400804004,W3082929259,2024,2020,4
W3186854569,W3201926722,2022,2021,1
W4225487623,W3087520506,2022,2020,2
W4288044943,W3102288906,2022,2020,2
W4289645285,W3047095122,2022,2021,1
W4292508707,W4237609967,2022,2020,2
W4306767173,W3110897762,2022,2020,2
W4312396305,W3110897762,2022,2020,2
W4317919304,W4237609967,2022,2020,2
W4328132033,W3087520506,2022,2020,2
W4361835943,W3086001655,2023,2020,3
W3156894835,W3023112091,2021,2020,1
W3207142150,W3157370420,2022,2021,1
W4220738220,W4230489919,2022,2020,2
W3101166997,W3087520506,2020,2020,0
W3134795567,W3091426098,2021,2020,1
W4210926942,W3002514439,2022,2020,2
W4386560672,W3157370420,2023,2021,2
W4294363373,W3029247755,2022,2020,2
W3088889351,W3031371307,2020,2020,0
W3088889351,W3031481217,2020,2020,0
W3095225328,W3002514439,2021,2020,1
W3207566914,W3091426098,2021,2020,1
W3207566914,W3128893584,2021,2021,0
W3107438461,W3033445195,2020,2020,0
W4224309935,W3093156908,2022,2020,2
W4206593222,W3181865815,2021,2021,0
W4250607483,W3108357298,2020,2020,0
W4311417715,W3002514439,2022,2020,2
W4387158317,W3002514439,2023,2020,3
W4387158317,W3127814427,2023,2021,2
W4391450795,W3108332904,2024,2020,4
W4392456713,W3100150241,2024,2020,4
W4392456713,W3126904748,2024,2021,3
